Access to electricity (% of population),"Current health expenditure per capita, PPP (current international $)",GDP per capita (constant LCU),"Government expenditure on education, total (% of GDP)","Intentional homicides (per 100,000 people)","Life expectancy at birth, total (years)",Out-of-pocket expenditure (% of current health expenditure),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total population),Country
100.0,1548.97497559,98552.4701664533,4.42102003097534,12.537743833,72.84146341463409,23.53649521,9.3,8.786599922180184,57.119,Seychelles
26.1,257.32653809,1309746.88396518,7.7022800445556605,1.7289678383000002,54.309,44.77674484,9.7,4.44099998474121,42.483999999999995,Sierra Leone
100.0,4439.28173828,83330.1920253792,5.0779419898986795,0.15631776484,83.14634146341459,31.0351429,9.9,4.38000011444092,100.0,Singapore
100.0,3158.38500977,21673.6002751029,4.78323984146118,0.48126993661000006,81.37804878048779,11.98157787,18.6,3.8020000457763703,54.821999999999996,Slovenia
66.6660995483398,107.63027954,16562.5844439501,4.39055404663086,4.449131378738,72.835,2.14655137,4.7,0.541999995708466,24.21,Solomon Islands
35.2555351257324,160.751376344,354707.1536778505,4.529929995536803,5.89946405746,57.068000000000005,36.120520211999995,4.7,11.3999996185303,45.553999999999995,Somalia
91.2298736572266,1129.38391113,53781.251425289694,6.50505018234253,35.9,63.857,7.72466898,11.6,28.4769992828369,66.85600000000001,South Africa
28.201856613159197,113.77922821,1491.8908759499402,1.54390001296997,6.27635640734,57.604,21.99826813,3.7,12.2569999694824,19.899,South Sudan
100.0,3576.49194336,25360.463792118702,4.20773983001709,0.62107992821,83.4317073170732,22.16453934,8.7,13.015000343322802,80.565,Spain
99.58340454101558,516.92150879,453578.812865202,2.12420988082886,2.4212436336,76.812,50.65418625,14.6,4.17799997329712,18.585,Sri Lanka
59.7835350036621,293.05581665,739.5297923973891,4.3790040016174325,6.27635640734,65.095,66.21854401,8.1,16.6180000305176,34.936,Sudan
97.4,1179.64086914,16753.7321776584,4.39055404663086,5.433820449,71.57,19.87356377,22.8,7.47200012207031,66.095,Suriname
100.0,5828.40966797,447688.303082032,7.56883001327515,1.0830726772,82.5585365853659,13.77560043,14.8,6.6739997863769505,87.708,Sweden
100.0,8113.94335938,81938.1373302707,5.13018989562988,0.58646802447,83.7536585365854,27.98195267,17.2,4.848999977111821,73.84899999999999,Switzerland
99.3,249.74613953,775.601978238858,5.23138999938965,6.27635640734,70.87899999999999,68.41996002,2.5,10.989000320434599,27.309,Tajikistan
35.55897903442379,112.45636749,2133302.79654329,3.69643998146057,6.4826575903,65.015,23.98066139,5.4,1.98099994659424,34.5,Tanzania
100.0,722.69683838,156911.837376095,4.96827793121338,2.5820036484,76.931,11.01141357,14.4,0.802999973297119,50.692,Thailand
85.5918350219727,352.51229858,1435.7292716292902,6.79295015335083,4.0959830945,69.26,7.0929842,4.6,4.603000164031981,30.947,Timor-Leste
51.3452835083008,109.35966492,301409.265554171,5.36956977844238,11.4725077571,60.76,56.31594086,9.6,2.00500011444092,42.248000000000005,Togo
98.8926010131836,355.33111572,9839.92956533389,4.816310024261474,10.39788400042,70.801,10.1989603,3.5,1.1569999456405602,23.107,Tonga
100.0,2099.59667969,111834.649200615,4.3991260528564435,30.649506835,73.38,43.92116547,13.6,2.79500007629395,53.187,Trinidad and Tobago
99.8,912.25427246,6305.341208015239,6.59601020812988,9.003252089224002,76.505,38.89081955,3.4,16.1539993286133,69.25399999999999,Tunisia
100.0,1170.77990723,21242.2399933784,5.242545890808108,2.5904756722999998,77.437,17.49141884,7.3,12.940999984741199,75.63,Turkey
100.0,1275.11584473,9906.95606562263,4.35825400352478,3.56196758078,68.07300000000001,76.33833313,6.7,4.07100009918213,52.048,Turkmenistan
42.65,139.33383179,2779411.24963333,2.13052010536194,10.524460278,62.973,38.38415527,9.9,1.9190000295639,24.361,Uganda
100.0,682.50952148,62081.44231358809,5.4122600555419895,6.1837305712,71.5826829268293,49.34706497,22.4,8.934000015258789,69.473,Ukraine
100.0,3172.60766602,152116.723934425,4.968277931213381,0.4637824877,77.814,12.69611263,2.8,2.44700002670288,86.789,United Arab Emirates
100.0,4619.57324219,30625.3216139203,5.442090034484861,1.2049147774,81.25609756097559,16.70836067,8.9,4.11499977111816,83.652,United Kingdom
100.0,10623.84960938,60745.4107805412,4.176555967330932,4.9569505476,78.5390243902439,10.80886078,15.3,3.86199998855591,82.459,United States
100.0,2169.28540039,205724.49708546698,5.047589778900151,12.060453020999999,77.77,16.9604454,18.4,8.77700042724609,95.426,Uruguay
100.0,459.42245483,3900372.86153186,5.2813401222229,1.1358027751000002,71.57300000000001,60.34236145,7.4,6.0819997787475595,50.433,Uzbekistan
61.8647689819336,108.67279053,235432.603490706,4.53353023529053,5.763204344339999,70.32300000000001,8.99114323,4.5,4.40799999237061,25.394000000000002,Vanuatu
100.0,440.16650391,38756628.4318943,4.167449951171879,7.993068312587999,75.317,44.90139008,7.3,2.0220000743866,36.628,Vietnam
39.8126220703125,208.44441223,7933.58501721345,4.61809015274048,5.3717496349000005,63.51,9.98299885,6.1,11.411999702453599,44.071999999999996,Zambia
41.0415840148926,198.01686096,1262.18435628005,5.8713498115539595,6.27635640734,61.195,24.35681152,10.7,4.99100017547607,32.21,Zimbabwe
